date,field_water_cover_km2,mask_cover_km2
2016-04-02,0.0,0.0
2016-04-05,0.0,0.0
2016-04-09,0.0,2.9428
2016-04-15,0.0,2.9428
2016-04-18,0.0,0.0
2016-04-19,0.0,0.0
2016-04-22,0.0,2.9428
2016-04-25,0.0,0.0
2016-04-28,0.0,0.0
2016-04-29,0.0,0.7082
2016-05-02,0.0,0.0
2016-05-05,0.0,0.0
2016-05-08,0.0,2.9428
2016-05-09,0.0,2.9428
2016-05-12,0.0,2.9428
2016-05-15,0.0,0.0
2016-05-18,0.0,0.0
2016-05-22,0.0,0.0
2016-05-25,0.0,2.9428
2016-05-28,0.0,2.7582
2016-05-29,0.0,0.0
2016-06-01,0.0,2.8509
2016-06-04,0.0,2.9428
2016-06-07,0.0,1.2168
2016-06-08,0.0,0.0
2016-06-11,0.0,0.0
2016-06-17,0.0,2.6083
2016-06-18,0.11720000207424164,0.0
2016-06-24,0.795199990272522,0.0
2016-06-27,0.008500000461935997,2.8719
2016-06-28,1.3005000352859497,0.0
2016-07-01,0.9682999849319458,0.0
2016-07-07,0.8651000261306763,0.0
2016-07-08,0.8568999767303467,0.0
2016-07-11,0.7623000144958496,0.0
2016-07-14,0.7680000066757202,0.0
2016-07-17,0.7820000052452087,0.0
2016-07-18,0.0,2.9355
2016-07-21,0.8578000068664551,0.0
2016-07-24,0.592199981212616,0.0
2016-07-27,0.512499988079071,0.0
2016-07-28,0.5151000022888184,0.0
2016-07-31,0.4650000035762787,0.0
2016-08-03,0.43939998745918274,0.0
2016-08-06,0.43299999833106995,0.0
2016-08-07,0.2572999894618988,0.0
2016-08-10,0.42089998722076416,0.0119
2016-08-13,0.38679999113082886,0.0
2016-08-16,0.3409999907016754,0.0
2016-08-20,0.0,2.9428
2016-08-23,0.0,2.9428
2016-08-26,0.0,2.9428
2016-08-30,0.3061999976634979,0.0
2016-09-02,0.004000000189989805,0.0
2016-09-05,0.0,2.9428
2016-09-09,0.0,0.0
2016-09-12,0.00019999999494757503,0.0
2016-09-15,0.013500000350177288,0.0
2016-09-16,0.0,2.9428
2016-09-19,0.0,2.9428
2016-09-22,0.0,2.9428
2016-09-25,0.0,1.7903
2016-09-26,0.003700000001117587,0.0
2016-09-29,0.0,2.9428
2017-04-03,0.0,0.0
2017-04-07,0.0,0.0
2017-04-10,0.0,0.0
2017-04-13,0.0,0.0
2017-04-17,0.0,2.9428
2017-04-20,0.0,0.0
2017-04-23,0.0,2.9428
2017-04-24,0.0,2.9428
2017-04-27,0.0,2.8776
2017-04-30,0.0,0.0
2017-05-03,0.0,2.9428
2017-05-04,0.0,0.0771
2017-05-07,0.0,2.9428
2017-05-10,0.0,0.0
2017-05-13,0.0,0.0
2017-05-17,0.0,0.0
2017-05-23,0.0,0.0
2017-05-24,0.0,0.0
2017-05-27,0.0,0.0
2017-05-30,0.0,0.0
2017-06-02,0.0,0.0
2017-06-03,0.0,0.0
2017-06-06,0.0,2.8672
2017-06-09,0.0,2.9428
2017-06-12,0.0,0.0
2017-06-13,0.0,0.0
2017-06-16,0.0,0.0
2017-06-19,0.0,0.0
2017-06-23,0.0,0.3327
2017-06-26,0.01360000018030405,0.0
2017-07-01,0.0,2.9428
2017-07-04,0.0,2.9428
2017-07-06,0.002099999925121665,0.0288
2017-07-07,0.017400000244379044,0.0
2017-07-08,0.011800000444054604,0.0
2017-07-09,0.020600000396370888,0.0
2017-07-11,0.0203000009059906,0.0
2017-07-12,0.0203000009059906,0.0
2017-07-13,0.024900000542402267,0.0
2017-07-14,0.0,2.9397
2017-07-16,0.013799999840557575,0.0
2017-07-17,0.0,2.9428
2017-07-18,0.02630000002682209,0.0
2017-07-19,0.0,2.9428
2017-07-21,0.02590000070631504,0.0
2017-07-22,0.016699999570846558,0.0
2017-07-23,0.01679999940097332,0.0
2017-07-24,0.0,0.0
2017-07-26,0.09730000048875809,0.0
2017-07-27,0.33239999413490295,0.0
2017-07-28,0.5622000098228455,0.0
2017-07-29,0.704200029373169,0.0
2017-07-31,1.121399998664856,0.0
2017-08-01,1.3521000146865845,0.0
2017-08-02,1.167799949645996,0.0848
2017-08-05,1.096500039100647,0.0
2017-08-06,0.7457000017166138,0.0
2017-08-07,0.0,0.0
2017-08-10,0.6868000030517578,0.0
2017-08-11,0.5875999927520752,0.0
2017-08-12,0.5777000188827515,0.0
2017-08-13,0.555400013923645,0.0
2017-08-15,0.4113999903202057,0.0
2017-08-17,0.0,2.9428
2017-08-18,0.0,2.9428
2017-08-20,0.0,2.9428
2017-08-21,0.006099999882280827,0.0
2017-08-23,0.0,2.9428
2017-08-25,0.0,0.0
2017-08-26,0.0,0.0
2017-08-27,0.0,0.0
2017-08-30,0.0,2.9428
2017-08-31,0.0,2.9405
2017-09-02,0.0,0.0
2017-09-04,0.0,0.0
2017-09-05,0.0,0.0
2017-09-06,0.0,0.0
2017-09-07,0.0,2.9428
2017-09-09,0.0,2.9428
2017-09-10,0.0,2.9428
2017-09-11,0.0,2.9428
2017-09-12,0.0,2.9428
2017-09-14,0.0,2.9428
2017-09-15,0.0,2.9428
2017-09-16,0.0,2.9428
2017-09-17,0.0,2.9428
2017-09-19,0.0,1.9307
2017-09-21,0.0,2.9428
2017-09-22,0.0015999999595806003,0.0
2017-09-24,0.0,0.0
2017-09-25,0.0,0.0
2017-09-26,0.0,0.0
2017-09-27,0.0,2.9291
2017-09-29,0.0,0.0
2017-09-30,0.0003000000142492354,0.0
2018-04-02,0.0,0.0
2018-04-03,0.0,0.0
2018-04-04,0.0,0.0
2018-04-05,0.0,1.8151
2018-04-07,0.0,0.0
2018-04-08,0.0,0.4984
2018-04-09,0.0,0.0
2018-04-10,0.0,0.0
2018-04-12,0.0,0.0
2018-04-13,0.0,0.0
2018-04-14,0.0,0.0
2018-04-15,0.0,0.0
2018-04-17,0.0,0.0
2018-04-19,0.0,0.0
2018-04-20,0.0,0.0
2018-04-22,0.0,0.0
2018-04-23,0.0,0.0
2018-04-24,0.0,0.0
2018-04-25,0.0,0.3871
2018-04-27,0.0,2.0775
2018-04-28,0.0,2.9428
2018-04-29,0.0,2.9428
2018-04-30,0.0,0.0
2018-05-02,0.0,1.3614
2018-05-03,0.0,2.586
2018-05-04,0.0,2.9428
2018-05-05,0.0,0.326
2018-05-07,0.0,0.0
2018-05-08,0.0,0.0
2018-05-09,0.0,0.0
2018-05-10,0.0,0.0
2018-05-12,0.0,2.9395
2018-05-13,0.0,2.9428
2018-05-14,0.0,0.0
2018-05-15,0.0,0.5894
2018-05-17,0.0,0.0
2018-05-18,0.0,0.0
2018-05-19,0.0,2.4678
2018-05-20,0.0,0.0
2018-05-22,0.0,0.0
2018-05-23,0.0,0.0
2018-05-24,0.0,2.8679
2018-05-25,0.0,0.0
2018-05-28,0.0,0.0
2018-05-29,0.0,2.9422
2018-05-30,0.0,2.9428
2018-06-01,0.0,2.9428
2018-06-04,0.0,2.9428
2018-06-06,0.0,2.803
2018-06-07,0.0,2.9428
2018-06-08,0.0,2.9428
2018-06-09,0.0,0.0
2018-06-11,0.0,0.0
2018-06-12,0.007499999832361937,0.0
2018-06-13,0.012600000016391277,0.0
2018-06-14,0.0203000009059906,0.0
2018-06-16,0.0,2.9428
2018-06-17,0.04540000110864639,0.0
2018-06-18,0.047200001776218414,0.0
2018-06-19,0.0,2.6977
2018-06-21,0.0,2.131
2018-06-22,0.0,2.9428
2018-06-23,0.0,1.645
2018-06-24,0.012299999594688416,0.0
2018-06-26,0.01510000042617321,0.0
2018-06-27,0.022199999541044235,0.0
2018-06-28,0.0,2.9428
2018-06-29,0.03420000150799751,0.036
2018-07-01,0.014600000344216824,0.0
2018-07-02,0.030500000342726707,0.0
2018-07-03,0.0,1.0399
2018-07-04,0.0,0.0
2018-07-07,0.03660000115633011,0.0
2018-07-08,0.0,1.133
2018-07-11,0.0,2.9428
2018-07-12,0.02759999968111515,0.1893
2018-07-13,0.0,2.9417
2018-07-16,0.0,2.9428
2018-07-18,0.0,2.9428
2018-07-19,1.5456000566482544,0.0
2018-07-21,1.0579999685287476,0.0
2018-07-24,0.4090999960899353,0.0
2018-07-26,0.0,2.9428
2018-07-27,0.0,2.9428
2018-07-28,0.5468999743461609,0.0
2018-07-29,0.5371999740600586,0.0
2018-07-31,0.5309000015258789,0.0
2018-08-01,0.0,2.9428
2018-08-02,0.0,2.9428
2018-08-03,0.0,2.9428
2018-08-05,0.4796999990940094,0.0
2018-08-06,0.0,1.9396
2018-08-07,0.0,2.9428
2018-08-10,0.7038999795913696,0.0
2018-08-11,0.4756999909877777,0.3585
2018-08-12,0.0,2.9428
2018-08-13,0.6563000082969666,0.0
2018-08-15,0.5997999906539917,0.0
2018-08-16,0.5738000273704529,0.0
2018-08-17,0.0,2.9428
2018-08-21,0.0,2.9428
2018-08-22,0.3885999917984009,0.0
2018-08-23,0.0,2.9428
2018-08-25,0.0,2.9428
2018-08-26,0.004000000189989805,0.0
2018-08-27,0.0,0.0
2018-08-28,0.0,0.7753
2018-08-30,0.0,2.9428
2018-08-31,0.0,2.9428
2018-09-01,0.0,2.9428
2018-09-02,0.0,1.5071
2018-09-04,0.0,0.0
2018-09-05,0.0,2.9428
2018-09-06,0.0,2.9428
2018-09-07,0.0038999998942017555,0.0
2018-09-09,0.0,2.9428
2018-09-11,0.004699999932199717,0.0
2018-09-12,0.0024999999441206455,0.0
2018-09-14,0.0,0.0
2018-09-16,0.0020000000949949026,0.0
2018-09-17,0.0019000000320374966,0.0
2018-09-19,0.0024999999441206455,0.0
2018-09-20,0.0017999999690800905,0.0
2018-09-21,0.000699999975040555,0.0
2018-09-22,0.0017000000225380063,0.0
2018-09-24,0.0,0.0
2018-09-26,0.0,2.9428
2018-09-27,0.0017999999690800905,0.0
2018-09-29,0.0,2.9428
2019-04-02,0.0,2.9428
2019-04-03,0.0,2.9428
2019-04-05,0.0,1.78
2019-04-07,0.0,2.9428
2019-04-08,0.0,2.9428
2019-04-09,0.0,0.0
2019-04-10,0.0,0.0
2019-04-12,0.0005000000237487257,0.0
2019-04-13,0.0,2.9428
2019-04-14,0.0,0.5878
2019-04-15,0.0,0.9145
2019-04-17,0.0,2.9428
2019-04-18,0.0,2.9428
2019-04-19,0.0,0.0
2019-04-20,0.0,0.0
2019-04-22,0.0,1.1054
2019-04-23,0.0,0.0
2019-04-24,0.0,2.9428
2019-04-25,0.0,2.9428
2019-04-27,0.0,0.0
2019-04-28,0.0,0.0
2019-04-29,0.0,0.0
2019-04-30,0.0,0.276
2019-05-02,0.0,0.0
2019-05-03,0.0,0.0
2019-05-04,0.0,0.0
2019-05-05,0.0,0.0
2019-05-08,0.03350000083446503,0.0
2019-05-09,0.029500000178813934,0.0
2019-05-10,0.0284000001847744,0.0
2019-05-12,0.025800000876188278,0.0
2019-05-13,0.019099999219179153,0.0
2019-05-14,0.00139999995008111,0.0
2019-05-15,0.019700000062584877,0.0
2019-05-17,0.021800000220537186,0.0
2019-05-18,0.01940000057220459,0.0
2019-05-19,0.020800000056624413,0.0
2019-05-20,0.0010999999940395355,0.0
2019-05-22,0.020899999886751175,0.0
2019-05-23,0.01119999960064888,0.0
2019-05-24,0.020899999886751175,0.0
2019-05-25,0.014399999752640724,0.0
2019-05-27,0.0,2.9428
2019-05-28,0.008799999952316284,0.0
2019-05-29,0.021900000050663948,0.0
2019-05-30,0.01810000091791153,0.0
2019-06-01,0.024399999529123306,0.0
2019-06-03,0.0,2.9428
2019-06-06,0.0,2.9428
2019-06-07,0.03009999915957451,0.0
2019-06-08,0.014000000432133675,0.0
2019-06-09,0.006099999882280827,0.0
2019-06-11,0.0738999992609024,0.0
2019-06-12,0.10920000076293945,0.0
2019-06-13,0.38530001044273376,0.0
2019-06-16,0.9391999840736389,0.0
2019-06-17,1.1382999420166016,0.0
2019-06-19,1.211400032043457,0.0
2019-06-21,0.0,2.9428
2019-06-23,0.6617000102996826,0.0
2019-06-24,0.9427000284194946,0.0
2019-06-27,0.0,2.9428
2019-06-28,0.9125000238418579,0.0
2019-06-29,0.6686000227928162,0.0
2019-07-01,0.786899983882904,0.0
2019-07-02,0.7857000231742859,0.0
2019-07-03,0.7703999876976013,0.0
2019-07-04,0.7508999705314636,0.0
2019-07-06,0.012000000104308128,2.8559
2019-07-07,0.0803999975323677,0.0
2019-07-08,0.741599977016449,0.0
2019-07-09,0.7936999797821045,0.0
2019-07-11,0.7056999802589417,0.0
2019-07-12,0.6814000010490417,0.0
2019-07-13,0.649399995803833,0.0
2019-07-14,0.6255999803543091,0.0
2019-07-16,0.5874000191688538,0.0
2019-07-18,0.0,2.9428
2019-07-21,0.6725999712944031,0.0
2019-07-22,0.6134999990463257,0.0
2019-07-23,0.5041000247001648,0.0
2019-07-24,0.564300000667572,0.0
2019-07-26,0.5497999787330627,0.0
2019-07-27,0.32600000500679016,0.0
2019-07-28,0.5303000211715698,0.0
2019-07-29,0.5655999779701233,0.0
2019-07-31,0.7735000252723694,0.0
2019-08-01,0.7924000024795532,0.0
2019-08-02,0.6134999990463257,0.0
2019-08-03,0.5659000277519226,0.0
2019-08-05,0.5360000133514404,0.0
2019-08-06,0.5231000185012817,0.0
2019-08-07,0.5074999928474426,0.0
2019-08-08,0.4577000141143799,0.0
2019-08-10,0.5821999907493591,0.0
2019-08-11,0.5414999723434448,0.0
2019-08-12,0.5600000023841858,0.0
2019-08-13,0.5440999865531921,0.0
2019-08-15,0.04960000142455101,2.2535
2019-08-17,0.0,2.7973
2019-08-18,0.44609999656677246,0.0
2019-08-20,0.3172999918460846,0.0
2019-08-22,0.3434000015258789,0.0
2019-08-23,0.3490999937057495,0.0
2019-08-25,0.37119999527931213,0.0
2019-08-26,0.3772999942302704,0.0
2019-08-27,0.39430001378059387,0.0
2019-08-28,0.3540000021457672,0.0
2019-08-30,0.4262999892234802,0.0
2019-08-31,0.0,2.9428
2019-09-01,0.4293000102043152,0.0
2019-09-04,0.0,2.9428
2019-09-05,0.0,2.9428
2019-09-06,0.0010999999940395355,0.0
2019-09-07,0.0,2.9428
2019-09-09,0.00279999990016222,0.0
2019-09-10,0.0,2.9428
2019-09-11,0.00430000014603138,0.0
2019-09-12,0.0,2.7486
2019-09-14,0.0,0.2994
2019-09-16,0.0,2.9162
2019-09-17,0.00039999998989515007,0.0
2019-09-19,0.002300000051036477,0.0
2019-09-20,0.0,2.9428
2019-09-21,0.0,2.0583
2019-09-22,0.0,2.9428
2019-09-24,0.0012000000569969416,0.0
2019-09-25,0.0,0.0909
2019-09-26,0.0,2.9428
2019-09-27,0.018200000748038292,0.0
2019-09-29,0.0,2.8687
2019-09-30,0.07419999688863754,0.0
2020-04-01,0.0,0.7257
2020-04-02,0.0,2.9342
2020-04-03,0.0,0.0
2020-04-04,0.0,0.6402
2020-04-06,0.0,0.0
2020-04-07,0.0,0.0
2020-04-08,0.0,0.0
2020-04-09,0.0,0.0
2020-04-11,0.0,2.9428
2020-04-12,0.0,2.9428
2020-04-13,0.0,2.9428
2020-04-14,0.0,2.9389
2020-04-16,0.0,2.9428
2020-04-17,0.0,2.9428
2020-04-18,0.0,2.9428
2020-04-19,0.0,2.9428
2020-04-21,0.0,0.0
2020-04-22,0.0,0.0
2020-04-23,0.0,2.9428
2020-04-24,0.0,0.0
2020-04-26,0.0,0.0
2020-04-27,0.0,2.9428
2020-04-28,0.0,2.9428
2020-04-29,0.0,0.732
2020-05-01,0.0,2.6444
2020-05-02,0.0,0.0
2020-05-03,0.0,2.9139
2020-05-04,0.0,0.9441
2020-05-06,0.0,0.0
2020-05-07,0.0,0.0672
2020-05-08,0.0,0.0
2020-05-09,0.0,2.9428
2020-05-11,0.0,2.9428
2020-05-12,0.0,0.0
2020-05-13,0.0,2.9412
2020-05-14,0.0,0.0
2020-05-16,0.0,0.0
2020-05-17,0.0,0.0
2020-05-18,0.0,0.0
2020-05-19,0.0,0.0
2020-05-21,0.0,0.0
2020-05-22,0.0,0.0
2020-05-23,0.0,0.0
2020-05-24,0.0,0.1892
2020-05-26,0.0,2.8148
2020-05-27,0.0,2.9428
2020-05-28,0.0,0.0002
2020-05-29,0.0,0.0
2020-05-31,0.0,0.0
2020-06-01,0.0,2.9428
2020-06-02,0.0,2.9428
2020-06-05,0.0,2.5399
2020-06-10,0.0,2.9428
2020-06-12,0.0,0.0
2020-06-13,0.0,0.0
2020-06-15,0.0,2.1317
2020-06-16,0.0,0.0
2020-06-17,0.0,0.0
2020-06-18,0.0,0.0
2020-06-20,0.017999999225139618,0.0
2020-06-21,0.02250000089406967,0.0
2020-06-22,0.02239999920129776,0.0
2020-06-23,0.0,0.0
2020-06-25,0.0,2.9428
2020-06-26,0.0,2.9428
2020-06-27,0.019300000742077827,0.0
2020-06-28,0.029100000858306885,0.0
2020-06-30,0.03750000149011612,0.0
2020-07-01,0.043299999088048935,0.0
2020-07-02,0.05480000004172325,0.0
2020-07-03,0.06369999796152115,0.0
2020-07-05,0.0,2.9428
2020-07-06,0.0,2.9428
2020-07-07,0.21950000524520874,0.0
