,1A,2A,3A,1B,2B,3B,1C,2C,3C
300,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,361.197006344742,999.0
301,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,362.2287344881038,999.0
302,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,363.26039462017724,999.0
303,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,364.29198650461547,999.0
304,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,365.3235098973272,999.0
305,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,366.35496456481934,999.0
306,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,367.38635029804664,999.0
307,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,368.41766689479516,999.0
308,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,369.4489141307427,999.0
309,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,370.48009182889035,999.0
310,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,371.51119979422504,999.0
311,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,372.5422378417487,999.0
312,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,373.5732058069093,999.0
313,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,374.6041035384602,999.0
314,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,375.63493085214833,999.0
315,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,376.66568762137365,999.0
316,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,377.69637367738443,999.0
317,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,378.7269889110179,999.0
318,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,379.7575331806255,999.0
319,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,380.788006364923,999.0
320,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,381.8184083424471,999.0
321,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,382.8487390199165,999.0
322,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,383.8789982697275,999.0
323,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,384.90918603054104,999.0
324,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,385.9393021984826,999.0
325,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,386.96934668321654,999.0
326,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,387.99931940050897,999.0
327,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,389.02922029526513,999.0
328,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,390.05904932161025,999.0
329,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,391.0888063889974,999.0
330,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,392.11849145914397,999.0
331,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,393.148104480381,999.0
332,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,394.1776454122362,999.0
333,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,395.20711423665625,999.0
334,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,396.2365109177679,999.0
335,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,397.26583540168065,999.0
336,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,398.29508773635007,999.0
337,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,399.3242678555101,999.0
338,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,400.3533757588685,999.0
339,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,401.3824114590499,999.0
340,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,402.4113749524177,999.0
341,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,403.4402662402223,999.0
342,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,404.46908536660254,999.0
343,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,405.49783231367576,999.0
344,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,406.52650711388776,999.0
345,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,407.5551098317509,999.0
346,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,408.58364046525315,999.0
347,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,409.6120990566975,999.0
348,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,410.6404856278402,999.0
349,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,411.66880030433305,999.0
350,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,412.69704306323547,999.0
351,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,413.7252139816497,999.0
352,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,414.7533131332142,999.0
353,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,415.7813405681333,999.0
354,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,416.80929638196227,999.0
355,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,417.8371806103189,999.0
356,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,418.86499337627197,999.0
357,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,419.8927347165139,999.0
358,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,420.9204047629178,999.0
359,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,421.9480035820818,999.0
360,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,422.975531283586,999.0
361,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,424.0029879433723,999.0
362,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,425.03037368425214,999.0
363,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,426.0576886140838,999.0
364,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,427.0849328280971,999.0
365,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,428.11210646555577,999.0
366,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,429.13920961357985,999.0
367,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,430.16624241688453,999.0
368,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,431.1932049915438,999.0
369,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,432.22009747554176,999.0
370,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,433.24691996586984,999.0
371,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,434.27367267161856,999.0
372,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,435.3003556788989,999.0
373,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,436.3269691179004,999.0
374,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,437.3535131726727,999.0
375,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,438.3799879729662,999.0
376,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,439.4063936704741,999.0
377,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,440.43273043382237,999.0
378,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,441.4589984051224,999.0
379,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,442.4851977460863,999.0
380,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,443.5113286345093,999.0
381,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,444.5373912431651,999.0
382,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,445.56338572283505,999.0
383,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,446.5893122509367,999.0
384,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,447.6151710073289,999.0
385,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,448.64096217320275,999.0
386,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,449.666685940047,999.0
387,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,450.69234246335463,999.0
388,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,451.7179319591777,999.0
389,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,452.74345461311475,999.0
390,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,453.7689105951921,999.0
391,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,454.79430011504144,999.0
392,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,455.81962338215556,999.0
393,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,456.84488057595206,999.0
394,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,457.87007190642754,999.0
395,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,458.89519757496515,999.0
396,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,459.9202578028671,999.0
397,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,460.94525277949487,999.0
398,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,461.97018272451544,999.0
399,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,462.9950478402907,999.0
400,1.0,1.0,1.0,1.0,1.0,1.0,71.28962465355585,464.01984837118334,999.0
401,1.0,1.0,1.0,1.0,429.49825486510167,999.0,71.28962465355585,465.0445845165035,999.0
402,1.0,1.0,1.0,1.0,430.5859583944006,999.0,71.28962465355585,466.0692564898352,999.0
403,1.0,1.0,1.0,1.0,431.67359563306013,999.0,71.28962465355585,467.09386452155866,999.0
404,1.0,1.0,1.0,1.0,432.761166659962,999.0,71.28962465355585,468.1184088323107,999.0
405,1.0,1.0,1.0,1.0,433.84867159662525,999.0,71.28962465355585,469.1428896522109,999.0
406,1.0,1.0,1.0,1.0,434.93611051883033,999.0,71.28962465355585,470.16730720953615,999.0
407,1.0,1.0,1.0,1.0,436.02348352463434,999.0,71.28962465355585,471.1916617263408,999.0
408,1.0,1.0,1.0,1.0,437.11079073724017,999.0,71.28962465355585,472.2159534376342,999.0
409,1.0,1.0,1.0,1.0,438.1980322540462,999.0,71.28962465355585,473.2401825745103,999.0
410,1.0,1.0,1.0,1.0,439.2852081515392,999.0,71.28962465355585,474.26434938666716,999.0
411,1.0,1.0,1.0,1.0,440.3723185529803,999.0,71.28962465355585,475.28845409629605,999.0
412,1.0,1.0,1.0,14.606674720936581,441.4593635636866,999.0,71.28962465355585,476.3124969470188,999.0
413,1.0,1.0,1.0,14.716075172732015,442.54634327703286,999.0,71.28962465355585,477.3364781733895,999.0
414,1.0,1.0,1.0,14.825236801829648,443.6332578137392,999.0,71.28962465355585,478.360398035021,999.0
415,1.0,1.0,1.0,14.934165489286803,444.72010726253643,999.0,71.28962465355585,479.38425675832286,999.0
416,1.0,1.0,1.0,15.042866899237536,445.8068917326206,999.0,71.28962465355585,480.4080545940805,999.0
417,1.0,1.0,1.0,15.151346489685821,446.8936113601258,999.0,71.28962465355585,481.4317917802517,999.0
418,1.0,1.0,1.0,15.259609522582014,447.98026622619574,999.0,71.28962465355585,482.455468589059,999.0
419,1.0,1.0,1.0,15.3676610732485,449.06685643271516,999.0,71.28962465355585,483.4790852527685,999.0
420,1.0,1.0,1.0,15.4755060393689,450.1533821179016,999.0,71.28962465355585,484.50264202389104,999.0
421,1.0,1.0,1.0,15.58314914922952,451.23984338152496,999.0,71.28962465355585,485.526139165756,999.0
422,1.0,1.0,1.0,15.69059496968899,452.3262403341892,999.0,71.28962465355585,486.5495769130319,999.0
423,1.0,1.0,1.0,15.797847913518138,453.4125730807285,999.0,71.28962465355585,487.57295554268,999.0
424,1.0,1.0,1.0,15.90491224641428,454.49884175114346,999.0,71.28962465355585,488.59627530495317,999.0
425,1.0,1.0,1.0,16.01179209362531,455.58504645157115,999.0,71.28962465355585,489.6195364510968,999.0
426,1.0,1.0,1.0,16.118491446074046,456.67118729850864,999.0,71.28962465355585,490.6427392413867,999.0
427,1.0,1.0,1.0,16.225014166296425,457.75726440132877,999.0,71.28962465355585,491.66588395124336,999.0
428,1.0,1.0,1.0,16.33136399400283,458.8432778960241,999.0,71.28962465355585,492.6889708251273,999.0
429,1.0,1.0,1.0,16.437544551279142,459.9292278805107,999.0,71.28962465355585,493.71200014720716,999.0
430,1.0,1.0,1.0,16.54355934755082,461.0151144730404,999.0,71.28962465355585,494.7349721640982,999.0
431,1.0,1.0,1.0,16.649411784390114,462.10093782151955,999.0,71.28962465355585,495.75788714445036,999.0
432,1.0,1.0,1.0,16.755105159814143,463.1866980291007,999.0,71.28962465355585,496.78074536797453,999.0
433,1.0,1.0,1.0,16.860642672650588,464.27239521113177,999.0,71.28962465355585,497.8035470805032,999.0
434,1.0,1.0,1.0,16.966027426435648,465.3580294849234,999.0,71.28962465355585,498.8262925690441,999.0
435,1.0,1.0,1.0,17.071262433357482,466.4436009945415,999.0,71.28962465355585,499.84898209616966,999.0
436,1.0,1.0,1.0,17.176350617757663,467.5291098495025,999.0,71.28962465355585,500.87161594054385,999.0
437,1.0,1.0,1.0,17.281294819566806,468.61455617883604,999.0,71.28962465355585,501.89419436596387,999.0
438,1.0,1.0,1.0,17.386097797690805,469.69994010078545,999.0,71.28962465355585,502.9167176437078,999.0
439,1.0,1.0,1.0,17.49076223298605,470.78526174533266,999.0,71.28962465355585,503.9391860698847,999.0
440,1.0,1.0,1.0,17.595290731282,471.8705212535451,999.0,71.28962465355585,504.9615998949535,999.0
441,1.0,1.0,1.0,17.69968582619059,472.9557187280163,999.0,71.28962465355585,505.9839594054431,999.0
442,1.0,1.0,1.0,17.80394998185993,474.04085431409,999.0,71.28962465355585,507.0062648745695,999.0
443,1.0,1.0,1.0,17.908085595375454,475.1259281381236,999.0,71.28962465355585,508.02851658352165,999.0
444,1.0,1.0,1.0,18.012094999359203,476.21094033055476,999.0,71.28962465355585,509.05071480572707,999.0
445,1.0,1.0,1.0,18.11598046426909,477.2958910195895,999.0,71.28962465355585,510.07285981702773,999.0
446,1.0,1.0,1.0,18.219744200492375,478.380780336037,999.0,71.28962465355585,511.09495192390006,999.0
447,1.0,1.0,1.0,18.323388360729428,479.4656084144494,999.0,71.28962465355585,512.1169913713649,999.0
448,1.0,1.0,1.0,18.42691504171981,480.5503753932024,999.0,71.28962465355585,513.1389784503547,999.0
449,1.0,1.0,1.0,18.53032628645874,481.63508139120836,999.0,71.28962465355585,514.1609134577984,999.0
450,1.0,1.0,1.0,18.633624085871116,482.7197265625836,999.0,71.28962465355585,515.1827966841573,999.0
451,1.0,1.0,1.0,18.736810380667148,483.8043110244344,999.0,71.28962465355585,516.2046283852358,999.0
452,1.0,1.0,1.0,18.839887063031675,484.88883493302217,999.0,71.28962465355585,517.2264088457135,999.0
453,1.0,1.0,1.0,18.94285597824477,485.97329837867926,999.0,71.28962465355585,518.2481383775404,999.0
454,1.0,1.0,1.0,19.045718926236788,487.05770159667685,999.0,71.28962465355585,519.2698172411107,999.0
455,1.0,1.0,1.0,19.14847766310895,488.14204462805526,999.0,71.28962465355585,520.291445737578,999.0
456,1.0,1.0,1.0,19.251133902569144,489.22632765139116,999.0,71.28962465355585,521.3130241381797,999.0
457,1.0,1.0,1.0,19.353689317229826,490.31055080046434,999.0,71.28962465355585,522.3345527520837,999.0
458,1.0,1.0,1.0,19.456145540051452,491.3947142206039,999.0,71.28962465355585,523.3560318457326,999.0
459,1.0,1.0,1.0,19.558504165532412,492.47881805458525,999.0,71.28962465355585,524.3774617164921,999.0
460,1.0,1.0,1.0,19.66076675086246,493.562862438255,999.0,71.28962465355585,525.3988426582607,999.0
461,1.0,1.0,1.0,19.762934817270864,494.6468475104982,999.0,71.28962465355585,526.4201749389197,999.0
462,1.0,1.0,1.0,19.86500985099454,495.730773424708,999.0,71.28962465355585,527.4414588750361,999.0
463,1.0,1.0,1.0,19.966993304366913,496.81464033547707,999.0,71.28962465355585,528.462694741309,999.0
464,1.0,1.0,1.0,20.068886596928834,497.89844836235966,999.0,71.28962465355585,529.483882821993,999.0
465,1.0,1.0,1.0,20.170691116378535,498.9821976578943,999.0,71.28962465355585,530.5050234160581,999.0
466,1.0,1.0,1.0,20.272408219521722,500.0658883938728,999.0,71.28962465355585,531.5261168141786,999.0
467,1.0,1.0,1.0,20.37403923326015,501.14952068251966,999.0,71.28962465355585,532.5471633082275,999.0
468,1.0,1.0,1.0,20.475585455332315,502.2330946962399,999.0,71.28962465355585,533.5681631895403,999.0
469,1.0,1.0,1.0,20.577048155332655,503.316610573547,999.0,71.28962465355585,534.5891167372931,999.0
470,1.0,1.0,1.0,20.678428575477497,504.4000684501018,999.0,71.28962465355585,535.610024252835,999.0
471,1.0,1.0,1.0,20.77972793135411,505.48346850388356,999.0,71.28962465355585,536.6308860529487,999.0
472,1.0,1.0,1.0,20.880947412766975,506.56681087072866,999.0,71.28962465355585,537.6517023902908,999.0
473,1.0,1.0,1.0,20.98208818429552,507.6500957037911,999.0,71.28962465355585,538.672473568391,999.0
474,1.0,1.0,1.0,21.08315138630338,508.73332316054586,999.0,71.28962465355585,539.6931998798993,999.0
475,1.0,1.0,1.0,21.184138135393056,509.8164933821556,999.0,71.28962465355585,540.713881638667,999.0
476,1.0,1.0,1.0,21.285049525069216,510.89960652133766,999.0,71.28962465355585,541.7345191056636,999.0
477,1.0,1.0,1.0,21.385886626539786,511.9826627518567,999.0,71.28962465355585,542.7551125995262,999.0
478,1.0,1.0,1.0,21.486650489185017,513.0656622085475,999.0,71.28962465355585,543.7756623923391,999.0
479,1.0,1.0,1.0,21.587342141182813,514.1486050483967,999.0,71.28962465355585,544.7961687920924,999.0
480,1.0,1.0,1.0,21.687962590107468,515.2314914432418,999.0,71.28962465355585,545.8166320952662,999.0
481,1.0,1.0,1.0,21.788512823501,516.3143215276156,999.0,71.28962465355585,546.8370525747424,999.0
482,1.0,1.0,1.0,21.888993809354776,517.3970954845115,999.0,71.28962465355585,547.857430542798,999.0
483,1.0,1.0,1.0,21.989406496707414,518.4798134504892,999.0,71.28962465355585,548.8777662932392,999.0
484,1.0,1.0,1.0,22.08975181604173,519.5624755911182,999.0,71.28962465355585,549.8980601040322,999.0
485,1.0,1.0,1.0,22.190030679858182,520.6450820720196,999.0,71.28962465355585,550.91831227619,999.0
486,1.0,1.0,1.0,22.290243983126814,521.7276330381221,999.0,71.28962465355585,551.9385231175274,999.0
487,1.0,1.0,1.0,22.390392603673913,522.8101286627918,999.0,71.28962465355585,552.9586929018413,999.0
488,1.0,1.0,1.0,22.490477402719097,523.8925691083305,999.0,71.28962465355585,553.978821931566,999.0
489,1.0,1.0,1.0,22.59049922515841,524.9749545261276,999.0,71.28962465355585,554.9989104951195,999.0
490,1.0,1.0,1.0,22.69045890024996,526.0572850846823,999.0,71.28962465355585,556.01895889208,999.0
491,1.0,1.0,1.0,22.79035724166406,527.1395609526617,999.0,71.28962465355585,557.0389674094611,999.0
492,1.0,1.0,1.0,22.890195048217382,528.2217822864745,999.0,71.28962465355585,558.0589363380446,999.0
493,1.0,1.0,1.0,22.98997310380095,529.3039492479256,999.0,71.28962465355585,559.0788659843593,999.0
494,1.0,1.0,1.0,23.089692178285972,530.3860620021616,999.0,71.28962465355585,560.0987566250668,999.0
495,1.0,1.0,1.0,23.189353027367748,531.468120723468,999.0,71.28962465355585,561.1186085551188,999.0
496,1.0,1.0,1.0,23.288956393310304,532.5501255757871,999.0,71.28962465355585,562.1384220804878,999.0
497,1.0,1.0,1.0,23.388503004977164,533.6320767207606,999.0,71.28962465355585,563.1581974743784,999.0
498,1.0,1.0,1.0,23.48799357838049,534.713974322765,999.0,71.28962465355585,564.1779350474003,999.0
499,1.0,1.0,1.0,23.58742881678704,535.7958185638357,999.0,71.28962465355585,565.1976350746272,999.0
500,1.0,1.0,1.0,23.686809411224857,536.877609597351,999.0,71.28962465355585,566.2172978583617,999.0
501,1.0,1.0,1.0,23.78613604061476,537.9593475909164,999.0,71.28962465355585,567.2369236806977,999.0
502,1.0,1.0,1.0,23.88540937195796,539.0410327307055,999.0,71.28962465355585,568.256512842665,999.0
503,1.0,1.0,1.0,23.98463006105966,540.1226651744965,999.0,71.28962465355585,569.2760656318562,999.0
504,1.0,1.0,1.0,24.08379875221489,541.2042451014113,999.0,71.28962465355585,570.2955823380432,999.0
505,1.0,1.0,1.0,24.182916079075852,542.2857726676268,999.0,71.28962465355585,571.3150632493519,999.0
506,1.0,1.0,1.0,24.281982664151386,543.3672480627528,999.0,71.28962465355585,572.3345086548595,999.0
507,1.0,1.0,1.0,24.38099911979633,544.4486714346307,999.0,71.28962465355585,573.353918843595,999.0
508,1.0,1.0,1.0,24.47996604787585,545.5300429928541,999.0,71.28962465355585,574.3732941129805,999.0
509,1.0,1.0,1.0,24.578884040872502,546.6113628800039,999.0,71.28962465355585,575.392634745709,999.0
510,1.0,1.0,1.0,24.677753680495396,547.6926312733943,999.0,71.28962465355585,576.4119410190732,999.0
511,1.0,1.0,1.0,24.776575539493653,548.7738483659956,999.0,71.28962465355585,577.4312132430196,999.0
512,1.0,1.0,1.0,24.875350181491342,549.8550143194309,999.0,71.28962465355585,578.4504516918254,999.0
513,1.0,1.0,1.0,24.974078160407736,550.9361293134888,999.0,71.28962465355585,579.4696566562648,999.0
514,1.0,1.0,1.0,25.07276002152776,552.0171935220103,999.0,71.28962465355585,580.4888284202192,999.0
515,1.0,1.0,1.0,25.171396301271606,553.0982071112659,999.0,71.28962465355585,581.5079672700645,999.0
516,1.0,1.0,1.0,25.26998752819598,554.179170278843,999.0,71.28962465355585,582.5270734944654,999.0
517,1.0,1.0,1.0,25.36853422066548,555.2600831877506,999.0,71.28962465355585,583.546147382953,999.0
518,1.0,1.0,1.0,25.46703689087049,556.340946024797,999.0,71.28962465355585,584.5651892169781,999.0
519,1.0,1.0,1.0,25.565496042336708,557.4217589641235,999.0,71.28962465355585,585.5841992720633,999.0
520,1.0,1.0,1.0,25.663912169547338,558.5025221823742,999.0,71.28962465355585,586.6031778456622,999.0
521,1.0,1.0,1.0,25.76228576183286,559.5832358662547,999.0,71.28962465355585,587.6221252114328,999.0
522,1.0,1.0,1.0,25.86061729938181,560.66390018683,999.0,71.28962465355585,588.6410416680338,999.0
523,1.0,1.0,1.0,25.95890725301696,561.7445153326435,999.0,71.28962465355585,589.6599274732135,999.0
524,1.0,1.0,1.0,26.057156089747746,562.8250814817115,999.0,71.28962465355585,590.6787829378686,999.0
525,1.0,1.0,1.0,26.15536426817702,563.9055988206736,999.0,71.28962465355585,591.6976083237836,999.0
526,1.0,1.0,1.0,26.25353224216519,564.9860675185166,999.0,71.28962465355585,592.7164039060124,999.0
527,1.0,1.0,1.0,26.351660451795873,566.0664877651793,999.0,71.28962465355585,593.73516999504,999.0
528,1.0,1.0,1.0,26.449749338939682,567.146859756521,999.0,71.28962465355585,594.7539068443391,999.0
529,1.0,1.0,1.0,26.5477993335392,568.2271836595787,999.0,71.28962465355585,595.7726147385617,999.0
530,1.0,1.0,1.0,26.64581086204822,569.307459651329,999.0,71.28962465355585,596.7912939599524,999.0
531,1.0,1.0,1.0,26.74378434386058,570.3876879495728,999.0,71.28962465355585,597.8099447817496,999.0
532,1.0,1.0,1.0,26.84172019180358,571.4678687094764,999.0,71.28962465355585,598.8285675001788,999.0
533,1.0,1.0,1.0,26.93961881274561,572.5480021196746,999.0,71.28962465355585,599.8471623674907,999.0
534,1.0,1.0,1.0,27.037480607872432,573.6280883693839,999.0,71.28962465355585,600.8657296781273,999.0
535,1.0,1.0,1.0,27.135305972614518,574.7081276512773,999.0,71.28962465355585,601.8842696811296,999.0
536,1.0,1.0,1.0,27.23309529669011,575.7881201436367,999.0,71.28962465355585,602.9027826920599,999.0
537,1.0,1.0,1.0,27.33084896432164,576.8680660389107,999.0,71.28962465355585,603.9212689560543,999.0
538,1.0,1.0,1.0,27.428567354206287,577.9479655168659,999.0,71.28962465355585,604.9397287514852,999.0
539,1.0,1.0,1.0,27.526250839732686,579.0278187719139,999.0,71.28962465355585,605.9581623627968,999.0
540,1.0,1.0,1.0,27.62389978912736,580.1076259977801,999.0,71.28962465355585,606.9765700459046,999.0
541,1.0,1.0,1.0,27.72151456533718,581.1873873751834,999.0,71.28962465355585,607.9949520916443,999.0
542,1.0,1.0,1.0,27.819095526542178,582.2671030914715,999.0,71.28962465355585,609.0133087535158,999.0
543,1.0,1.0,1.0,27.916643025693542,583.3467733364016,999.0,71.28962465355585,610.0316403115015,999.0
544,1.0,1.0,1.0,28.01415741085093,584.4263983084313,999.0,71.28962465355585,611.049947034908,999.0
545,1.0,1.0,1.0,28.111639025925616,585.5059781967819,999.0,71.28962465355585,612.0682291877231,999.0
546,1.0,1.0,1.0,28.209088209484595,586.5855131804501,999.0,71.28962465355585,613.0864870432865,999.0
547,1.0,1.0,1.0,28.306505295753553,587.6650034585557,999.0,71.28962465355585,614.104720866531,999.0
548,1.0,1.0,1.0,28.40389061433738,588.7444492241401,999.0,71.28962465355585,615.1229309334406,999.0
549,1.0,1.0,1.0,28.501244490677834,589.8238506705379,999.0,71.28962465355585,616.1411174994169,999.0
550,1.0,1.0,1.0,28.598567245575104,590.9032079808243,999.0,71.28962465355585,617.1592808281521,999.0
551,1.0,1.0,1.0,28.69585919601236,591.9825213549036,999.0,71.28962465355585,618.1774211936864,999.0
552,1.0,1.0,1.0,28.793120654499525,593.0617909916086,999.0,71.28962465355585,619.1955388524965,999.0
553,1.0,1.0,1.0,28.89035192944483,594.1410170618099,999.0,71.28962465355585,620.2136340706796,999.0
554,1.0,1.0,1.0,28.987553325083972,595.2201997902608,999.0,71.28962465355585,621.231707117047,999.0
555,1.0,1.0,1.0,29.084725141973987,596.2993393462965,999.0,71.28962465355585,622.2497582408549,999.0
556,1.0,1.0,1.0,29.181867676717783,597.3784359380618,999.0,71.28962465355585,623.2677877101855,999.0
557,1.0,1.0,1.0,29.278981221958453,598.4574897546073,999.0,71.28962465355585,624.285795775766,999.0
558,1.0,1.0,1.0,29.376066066855692,599.5365010024567,999.0,71.28962465355585,625.3037827156229,999.0
559,1.0,1.0,1.0,29.473122496684645,600.6154698539284,999.0,71.28962465355585,626.32174876773,999.0
560,1.0,1.0,1.0,29.570150792947647,601.694396525723,999.0,71.28962465355585,627.3396942154598,999.0
561,1.0,1.0,1.0,29.667151234097833,602.7732812013069,999.0,71.28962465355585,628.3576192864662,999.0
562,1.0,1.0,1.0,29.764124094506812,603.8521240862266,999.0,71.28962465355585,629.3755242453445,999.0
563,1.0,1.0,1.0,29.861069645450687,604.9309253737609,999.0,71.28962465355585,630.3934093562312,999.0
564,1.0,1.0,1.0,29.957988154860324,606.0096852632323,999.0,71.28962465355585,631.411274871274,999.0
565,1.0,1.0,1.0,30.0548798870722,607.0884039448374,999.0,71.28962465355585,632.4291210331461,999.0
566,1.0,1.0,1.0,30.151745103406235,608.1670816293032,999.0,71.28962465355585,633.4469481116205,999.0
567,1.0,1.0,1.0,30.24858406188835,609.2457184993898,999.0,71.28962465355585,634.464756342098,999.0
568,1.0,1.0,1.0,30.345397017400632,610.3243147689336,999.0,71.28962465355585,635.4825459875505,999.0
569,1.0,1.0,1.0,30.442184221716882,611.402870625951,999.0,71.28962465355585,636.5003172859688,999.0
570,1.0,1.0,1.0,30.538945923588738,612.4813862734914,999.0,71.28962465355585,637.5180704924401,999.0
571,1.0,1.0,1.0,30.635682368728602,613.5598618990415,999.0,71.28962465355585,638.5358058608468,999.0
572,1.0,1.0,1.0,30.732393799928296,614.6382977246964,999.0,71.28962465355585,639.5535236304408,999.0
573,1.0,1.0,1.0,30.829080457070372,615.7166939420752,999.0,71.28962465355585,640.5712240572366,999.0
574,1.0,1.0,1.0,30.925742577193287,616.7950507502189,999.0,71.28962465355585,641.5889073653585,999.0
