mid_date,date_dt,vx_error,vy_error,acquisition_date_img1,acquisition_date_img2,str_250_error,str_500_error,vel_250,vel_frac_250,e_1_250,e_2_250,e_zz_250,e_lon_250,e_shr_250,e_trn_250,e_e_250,str_frac_250,vel_500,vel_frac_500,e_1_500,e_2_500,e_zz_500,e_lon_500,e_shr_500,e_trn_500,e_e_500,str_frac_500
2016-04-08T15:40:18.200000,P20DT0H1M3.643798828S,41.75999984741211,77.81999816894532,2016-03-29T15:39:46.400000,2016-04-18T15:40:50,0.17663351553168513,0.08831675776584257,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-04-10T15:29:43.444444416,P29DT23H59M37.093505859S,32.27777756585015,51.01111094156901,2016-03-26T15:29:54.888888832,2016-04-25T15:29:32,0.12073091342458336,0.06036545671229168,285.8203322466682,1.0,0.07034854843838809,-0.2338425445650763,0.16349399612668822,-0.11733929985108957,0.06701032732973897,-0.04615469774874909,0.20276652230481607,1.0,285.8203322466682,1.0,0.044358966574195705,-0.12595266145719314,0.08159369488299743,-0.06241746373297946,0.04509978461957417,-0.019176231607385526,0.1098498673164089,1.0
2016-04-13T15:39:50.800000,P30DT0H0M8.767089844S,44.7,80.98000030517578,2016-03-29T15:39:46.400000,2016-04-28T15:39:55.200000,0.18499568048391044,0.09249784024195522,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-04-15T15:29:30.400000512,P20DT0H0M3.1640625S,44.90666732788086,68.7,2016-04-05T15:29:28.800000512,2016-04-25T15:29:32.000000512,0.16414991648486407,0.08207495824243204,337.2909753238454,1.0,0.1308404465580688,-0.42656738050126275,0.29572693394319394,-0.21137786002034845,0.08053172130247306,-0.08434907308862659,0.36174912152728816,1.0,337.2909753238454,1.0,0.0593089887042214,-0.2503392955031957,0.19103030679897431,-0.14827438283063227,0.06365592964369413,-0.04275592417273971,0.1975815031161605,1.0
2016-04-20T15:29:21.045454592,P29DT23H59M43.56545188S,29.309091567993164,58.618181402033024,2016-04-05T15:29:29.272727296,2016-05-05T15:29:12.818181888,0.13107423910780727,0.06553711955390364,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-05-03T15:40:04.100000,P29DT23H59M20.251464841S,37.619999694824216,80.81999969482422,2016-04-18T15:40:24,2016-05-18T15:39:44.200000,0.17829342924190966,0.08914671462095483,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-05-05T15:29:22,P19DT23H59M40.05981445S,37.47999954223633,71.98000030517578,2016-04-25T15:29:32,2016-05-15T15:29:12,0.16230675660143223,0.08115337830071612,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-05-08T15:40:48.214285568,P19DT23H59M5.547049384S,40.0428581237793,45.28571374075754,2016-04-28T15:41:15.428571392,2016-05-18T15:40:20.999999744,0.12090039463510371,0.06045019731755186,237.1982777118683,0.7529411764705882,0.0654316745216131,-0.24424004917406425,0.17880837465245114,0.0052829642865568505,0.03580875414626995,-0.18409134004528258,0.19467169895026457,0.3058823529411765,237.1982777118683,0.7529411764705882,0.1083186534059158,-0.1734928705982739,0.0651742171923581,0.10665029908264044,0.013037309522645426,-0.1718245131800943,0.1451661306312563,0.03529411764705882
2016-05-10T15:29:12,P10DT0H0M0S,39.21999969482422,56.83999938964844,2016-05-05T15:29:12,2016-05-15T15:29:12,0.13811580513000307,0.06905790256500154,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-05-13T15:40:06,P29DT23H58M11.976928711S,43.42500019073486,46.750000953674316,2016-04-28T15:41:00,2016-05-28T15:39:12,0.12761337282172072,0.06380668641086036,253.98733205159505,0.8823529411764706,0.0944019074120866,-0.12514920505393137,0.03074729764184478,0.020193489854497343,0.04973957469674085,-0.05094078752160854,0.14063009250257094,0.6941176470588235,253.98733205159505,0.8823529411764706,0.048089825136226574,-0.07612710489014911,0.028037279753922534,0.005598858823262052,0.04914154142954438,-0.03363613746575368,0.07560537782535773,0.47058823529411764
2016-05-23T15:39:12,P10DT0H0M0S,50.55000114440918,82.5999984741211,2016-05-18T15:39:12,2016-05-28T15:39:12,0.19368079268347263,0.09684039634173632,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-06-02T15:39:51.750000,P29DT23H58M38.50891113S,35.27500057220459,41.19999980926514,2016-05-18T15:40:32.500000,2016-06-17T15:39:11,0.10847609229046705,0.054238046145233525,246.23048931619397,0.27058823529411763,0.06299949814703093,-0.037119190633135846,-0.025880307513895084,0.053801185622126046,0.0056880158892178186,-0.02792087854838622,0.053206264632795146,0.023529411764705882,246.23048931619397,0.27058823529411763,,,,,,,,0.0
2016-06-07T15:39:11.500000,P19DT23H59M59.011230468S,55.67499923706055,73.82499885559082,2016-05-28T15:39:12,2016-06-17T15:39:11,0.18493064641724127,0.09246532320862064,291.61162118350757,0.4,0.19326487430668945,-0.17238807269202525,-0.02087680161466421,0.1651755250236182,-0.055180212225040076,-0.14429871889329252,0.22663333544998454,0.07058823529411765,291.61162118350757,0.4,,,,,,,,0.0
2016-06-12T15:39:12,P30DT0H0M0S,56.20000076293945,32.5,2016-05-28T15:39:12,2016-06-27T15:39:12,0.12984128905328066,0.06492064452664033,,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0
2016-06-27T15:39:11.500000,P20DT0H0M0.988769531S,31.899999618530273,52.05000019073486,2016-06-17T15:39:11,2016-07-07T15:39:12,0.12209524962942221,0.061047624814711106,300.73423549107144,0.08235294117647059,,,,,,,,0.0,300.73423549107144,0.08235294117647059,,,,,,,,0.0
